,HR_mean,HR_std,meanNN,SDNN,medianNN,meanSD,SDSD,RMSSD,pNN20,pNN50,sqi,subject,label
0,79.6780506652149,16.85419600668349,784.4460227272727,151.57224562011754,812.5,146.35019083969465,135.07807628799674,199.15939609388485,84.7328244274809,63.358778625954194,0.9155782410132852,2,0
1,74.29503544618825,11.494918111244091,824.875,113.3181362359971,843.75,105.21673387096774,110.73657248216838,152.75192166245432,80.64516129032258,50.806451612903224,0.924337525511496,2,0
2,74.97901812078145,11.210275390447016,816.1909448818898,108.01240476611548,843.75,104.16666666666669,99.71903734357926,144.20326228339843,79.36507936507937,53.96825396825397,0.9283133283366176,2,0
3,72.57205386485667,9.498049402784952,839.5235655737705,99.06462683496372,851.5625,101.62706611570248,92.05869290809012,137.1235337468788,80.99173553719008,55.371900826446286,0.9328603610095249,2,0
4,72.33380680524711,7.793981178003649,838.5416666666666,85.29512471095869,843.75,88.62704918032787,84.32002001001533,122.32996207349056,77.04918032786885,51.63934426229508,0.937775213532648,2,0
5,73.02413802202243,8.344196839421222,831.6819105691056,89.23345114849056,843.75,95.79918032786884,86.6725462053676,129.1882859132867,81.14754098360656,54.09836065573771,0.9370766292548032,2,0
6,72.0611750011506,8.448413849548906,843.49173553719,94.56394833265284,843.75,83.46354166666667,83.23144405911103,117.87126905106406,78.33333333333333,48.333333333333336,0.9312886927498322,2,0
7,71.73023746702881,8.670690250326281,848.0603448275862,97.46125374397052,843.75,83.15217391304348,89.75992252072344,122.35655976444951,75.65217391304347,49.56521739130435,0.9284616225963972,2,0
8,71.88467264795352,12.101220405429874,856.8802521008404,135.5358785282474,859.375,121.5572033898305,126.36856075489553,175.34299770227594,78.8135593220339,55.932203389830505,0.9169188376494504,2,0
9,72.17076980759266,12.243036324116188,854.3432203389831,138.8017598776683,843.75,127.9380341880342,128.89451957005548,181.6092997814099,75.21367521367522,58.97435897435898,0.9163365197490568,2,0
10,70.84073875459175,10.998881273882503,867.1229338842975,132.59962532461032,859.375,141.66666666666666,140.60667318850443,199.59880007049975,75.0,60.83333333333333,0.924003697902293,2,0
11,73.25878242624324,7.782149909425435,827.7376033057851,83.17759770241693,828.125,79.6875,90.93875285505808,120.91300354835016,65.83333333333333,40.0,0.9379870540229704,2,0
12,72.9022453594265,7.449288944399289,831.4208984375,83.31520161465882,828.125,84.15354330708661,94.20099943488704,126.31566468838808,69.29133858267717,44.881889763779526,0.9426538147792668,2,0
13,72.68210151589237,7.377592936024464,833.740234375,81.95528418475799,828.125,82.9232283464567,87.17317626003322,120.31385813222604,74.01574803149606,48.818897637795274,0.9365857207219392,2,0
14,72.20443236929907,6.532848651345343,837.5,72.9178113463265,835.9375,68.43507751937985,72.09515591890163,99.40357811494648,71.31782945736434,41.86046511627907,0.944218593687694,2,0
15,71.67523393831651,6.1347678519128905,843.0288461538462,69.87340293080177,843.75,67.70833333333333,70.58673730843586,97.8105612223338,74.4186046511628,41.86046511627907,0.9456771449891428,2,0
16,71.65796700826424,5.831722656709785,842.6159274193549,65.66978919603126,843.75,59.578252032520325,51.586153168984005,78.80799016612713,74.79674796747967,39.02439024390244,0.948095673533354,2,0
17,71.53762665440155,5.416068538305141,843.3626033057851,61.768145703062025,843.75,58.854166666666664,47.8089822598455,75.82553474094331,75.83333333333333,40.0,0.9452679571503174,2,0
18,73.70876864751021,8.357756255057614,823.3173076923077,83.01877577391357,843.75,74.89224137931035,73.04373412535956,104.61469740812284,77.58620689655173,48.27586206896552,0.936436209885404,2,0
19,72.86958334143573,10.154585215142072,838.2745726495726,108.79762592969128,843.75,107.35452586206895,107.62004492173486,152.0100927307982,81.89655172413794,59.48275862068966,0.9288512176162242,2,0
20,72.10088792633213,10.439677224597991,848.2142857142857,113.54669723722216,859.375,111.09639830508476,117.38214587530123,161.6198561026848,79.66101694915254,58.47457627118644,0.9223932495407988,2,0
21,70.62239100985485,8.762131238747582,861.8285123966942,100.76236918850832,859.375,93.09895833333331,99.9958461322599,136.62571239140286,77.5,56.666666666666664,0.930115742785173,2,0
22,70.81286512360944,8.022369758020831,857.405462184874,90.46581711786608,859.375,88.45338983050847,86.42892855924387,123.66875864342934,81.35593220338984,56.77966101694915,0.9301534545531112,2,0
23,70.76470940376223,5.9984327676968245,853.75,69.91624453587306,859.375,64.26411290322581,53.98853720574661,83.9323439256574,77.41935483870968,45.96774193548387,0.9413868057446916,2,0
24,70.01219604883045,4.905880160565167,861.1391129032259,59.472068806832944,859.375,51.32113821138211,44.53065161500919,67.94731900942895,70.73170731707317,36.58536585365854,0.9562054595181236,2,0
25,70.53289692010554,5.3914390649208155,855.564024390244,64.44944559941983,859.375,55.45594262295082,47.26199789702102,72.86328305407349,77.04918032786885,37.704918032786885,0.953332449927152,2,0
26,70.96738841166024,5.72231387934636,850.7940573770492,66.59552819481117,851.5625,62.11260330578512,56.62120721648869,84.04722836640349,76.85950413223141,39.66942148760331,0.946609878090711,2,0
27,71.2491580382426,7.243697621674139,850.3502155172414,81.81354172011964,859.375,74.45652173913044,67.03424871619865,100.18664646765448,81.73913043478261,50.43478260869565,0.9365949146002676,2,0
28,71.01848077813156,6.419724270115824,851.6281512605042,75.54494853743259,843.75,71.37182203389831,62.35015185125942,94.7706622131214,78.8135593220339,52.54237288135594,0.9407561764847264,2,0
29,71.36116505643686,7.091850136451067,848.7861570247934,81.18279553458389,843.75,74.47916666666667,67.9502888402413,100.81858965901742,75.0,53.333333333333336,0.9401788379536854,2,0
30,71.62935850906136,7.342310498319344,846.1834016393443,84.38117795297792,843.75,76.70454545454545,77.46362616156807,109.01468099062438,75.20661157024794,51.2396694214876,0.9342146653635526,2,0
31,73.31755978998386,7.80823538747046,827.4038461538462,86.23444193355527,828.125,77.8827519379845,80.52243228293698,112.02493093143951,72.86821705426357,48.06201550387597,0.9371899428584928,2,0
32,73.89969795768805,7.896074906001771,820.9685114503817,85.95668032801888,812.5,83.77403846153847,85.62561074480928,119.79079570474906,74.61538461538461,46.92307692307692,0.93770957324815,2,0
33,80.81203581095507,22.55619748085878,802.4114173228346,221.7917003497971,765.625,240.32738095238096,173.1202314806172,296.1889001690194,91.26984126984128,83.33333333333334,0.8855129823176702,2,1
34,79.33944574987773,21.990283157904862,812.9770992366413,211.34849989260096,812.5,249.87980769230768,167.37438056690553,300.75588367062744,93.07692307692308,84.61538461538461,0.8944241827463528,2,1
35,81.61254941483386,20.83804220213261,783.4645669291339,195.9693620709159,781.25,224.3303571428571,151.90466058946652,270.9227473739384,92.06349206349206,84.92063492063492,0.8906051038504472,2,1
36,80.03323774462484,19.95654502905706,796.9970703125,196.41773314733385,781.25,225.63976377952756,153.60274109017925,272.9598964479904,92.1259842519685,85.8267716535433,0.8943655661742163,2,1
37,80.96606501965256,20.412857685238933,788.0329457364342,193.0976154159008,781.25,221.5576171875,145.86370583281897,265.2621315097312,95.3125,86.71875,0.8938867929964965,2,1
38,81.6300967714627,19.71716625630155,777.5590551181102,182.48561373211297,750.0,191.344246031746,140.48282202940055,237.3774289497668,92.85714285714286,84.92063492063492,0.8909226220344759,2,1
39,78.50380098989677,18.94892279067019,808.4349593495934,188.63811721295556,796.875,199.79508196721312,152.59859422491257,251.40486418863284,91.8032786885246,83.60655737704919,0.8886744464371623,2,1
40,77.73137268638224,17.216761326466695,809.8104508196722,175.61473354976735,796.875,179.49380165289256,136.21730581585166,225.3290465864026,91.73553719008264,80.99173553719008,0.89556670072944,2,1
41,77.55123624390284,16.651473285215527,809.6955128205128,171.91281859345324,796.875,173.2219827586207,140.67840469286938,223.1507760635365,88.79310344827587,80.17241379310344,0.8919904331575557,2,1
42,80.13945431695277,19.33010916017733,793.0010330578513,189.97251697156435,765.625,197.39583333333337,151.91825372868206,249.086874068734,91.66666666666666,82.5,0.8882581780080194,2,1
43,80.6483715676176,19.718140403167514,790.234375,195.7563966085171,765.625,198.66071428571428,160.25772568102977,255.24227322480573,90.7563025210084,81.5126050420168,0.8878118388566811,2,1
44,78.30328654125196,19.530619412538503,813.813025210084,196.56588202254704,796.875,195.97457627118644,149.60228308295973,246.54994960110028,88.98305084745762,82.20338983050848,0.8914151381497023,2,1
45,78.48476770595443,19.4370879229984,811.1026422764228,194.4634301580413,812.5,201.58811475409837,159.85104786076178,257.2744167465842,88.52459016393442,78.68852459016394,0.8962896237343445,2,1
46,74.02492708502675,18.078499673081364,858.9810924369748,204.31296705801688,859.375,213.71822033898303,171.18603917084565,273.82501294049894,88.98305084745762,75.42372881355932,0.8961298834628239,2,1
47,75.19634867490143,19.99740537369395,853.422619047619,216.5587631134696,851.5625,228.75,172.1690666176709,286.3018511990448,92.8,78.4,0.8882560691831698,2,1
48,76.10483532863582,19.750751237354297,841.209349593496,211.92321800419077,843.75,229.89241803278688,177.32464519617176,290.3352435769895,95.08196721311477,78.68852459016394,0.8835804169701257,2,1
49,68.2029328476259,13.562237592637096,912.092391304348,166.51678584839928,906.25,202.1655701754386,153.48827253869186,253.82980040033112,92.98245614035088,81.57894736842105,0.9027080632309192,2,0
